"country_code","country_name","continent","population_2010","population_2011","population_2012","population_2013","population_2014","population_2015","population_2016","population_2017","population_2018","population_2019","deathrate_2010","deathrate_2011","deathrate_2012","deathrate_2013","deathrate_2014","deathrate_2015","deathrate_2016","deathrate_2017","deathrate_2018","deathrate_2019","GDP(US$)_2010","GDP(US$)_2011","GDP(US$)_2012","GDP(US$)_2013","GDP(US$)_2014","GDP(US$)_2015","GDP(US$)_2016","GDP(US$)_2017","GDP(US$)_2018","GDP(US$)_2019","active_HIV_cases_children_2010","active_HIV_cases_children_2011","active_HIV_cases_children_2012","active_HIV_cases_children_2013","active_HIV_cases_children_2014","active_HIV_cases_children_2015","active_HIV_cases_children_2016","active_HIV_cases_children_2017","active_HIV_cases_children_2018","active_HIV_cases_male_adults_2010","active_HIV_cases_male_adults_2011","active_HIV_cases_male_adults_2012","active_HIV_cases_male_adults_2013","active_HIV_cases_male_adults_2014","active_HIV_cases_male_adults_2015","active_HIV_cases_male_adults_2016","active_HIV_cases_male_adults_2017","active_HIV_cases_male_adults_2018","active_HIV_cases_female_adults_2010","active_HIV_cases_female_adults_2011","active_HIV_cases_female_adults_2012","active_HIV_cases_female_adults_2013","active_HIV_cases_female_adults_2014","active_HIV_cases_female_adults_2015","active_HIV_cases_female_adults_2016","active_HIV_cases_female_adults_2017","active_HIV_cases_female_adults_2018","aids_deaths_children_2010","aids_deaths_children_2011","aids_deaths_children_2012","aids_deaths_children_2013","aids_deaths_children_2014","aids_deaths_children_2015","aids_deaths_children_2016","aids_deaths_children_2017","aids_deaths_children_2018","aids_deaths_male_adults_2010","aids_deaths_male_adults_2011","aids_deaths_male_adults_2012","aids_deaths_male_adults_2013","aids_deaths_male_adults_2014","aids_deaths_male_adults_2015","aids_deaths_male_adults_2016","aids_deaths_male_adults_2017","aids_deaths_male_adults_2018","aids_deaths_female_adults_2010","aids_deaths_female_adults_2011","aids_deaths_female_adults_2012","aids_deaths_female_adults_2013","aids_deaths_female_adults_2014","aids_deaths_female_adults_2015","aids_deaths_female_adults_2016","aids_deaths_female_adults_2017","aids_deaths_female_adults_2018"
"CHN","China","Asia",1337705000,1344130000,1350695000,1357380000,1364270000,1371220000,1378665000,1386395000,1392730000,NA,7.11,7.14,7.15,7.16,7.16,7.11,7.09,7.11,NA,NA,4550.45359583857,5618.13249134962,6316.91886335683,7050.64591988963,7651.36604428568,8033.38804310679,8078.79047437238,8759.04157775098,9770.84708783314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COL","Colombia","Americas",45222700,45663099,46076848,46497267,46969209,47520667,48171392,48901066,49648685,NA,5.247,5.277,5.307,5.339,5.373,5.41,5.453,5.503,NA,NA,6326.54946861963,7324.3832858034,8042.52976902978,8212.66782924683,8114.08426438361,6175.87602970259,5871.22352385952,6375.93206285311,6667.7906995498,NA,26000,26000,27000,28000,28000,29000,30000,30000,31000,94000,96000,99000,1e+05,110000,110000,110000,120000,120000,26000,26000,27000,28000,28000,29000,30000,30000,31000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COM","Comoros","Africa",689692,706569,723871,741505,759390,777424,795592,813892,832322,NA,8.244,8.065,7.897,7.744,7.608,7.491,7.389,7.298,NA,NA,1315.21480648394,1446.06801802192,1403.42851892157,1504.92085930273,1511.81608327254,1242.10288470331,1272.19394336975,1320.54186667961,1415.26362231562,NA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"COD","Congo, Dem. Rep.","Africa",64563854,66755153,69020747,71358807,73767447,76244544,78789127,81398764,84068091,NA,11.587,11.273,10.978,10.696,10.424,10.164,9.919,9.691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COG","Congo, Rep.","Africa",4273731,4394844,4510198,4622761,4736974,4856095,4980999,5110702,5244363,NA,8.582,8.241,7.937,7.659,7.406,7.18,6.987,6.828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CRI","Costa Rica","Americas",4577378,4633086,4688000,4742107,4795396,4847804,4899345,4949954,4999441,NA,4.521,4.587,4.654,4.722,4.791,4.862,4.933,5.005,NA,NA,8141.91312675461,9121.93251763187,9913.20995852366,10490.0813312933,10547.1518593556,11299.1355423011,11666.4559107759,11752.5434010771,12027.3658826316,NA,2000,2100,2300,2400,2500,2600,2700,2800,2900,7200,7700,8300,8800,9400,10000,11000,11000,12000,2000,2100,2300,2400,2500,2600,2700,2800,2900,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,200,200,200,200,200,200,200,200,100,100,100,100,100,100,100,100,100
"CIV","Cote d'Ivoire","Africa",20532950,21028655,21547188,22087505,22647683,23226143,23822714,24437469,25069229,NA,12.58,12.176,11.787,11.417,11.076,10.769,10.5,10.262,NA,NA,1211.93033804477,1207.00143371363,1243.34459676571,1415.4693846297,1559.38650354563,1426.45786352384,1481.65223087732,1557.18281424798,1715.53133212649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HRV","Croatia","Europe",4295427,4280622,4267558,4255689,4238389,4203604,4174349,4124531,4089400,NA,11.8,11.9,12.1,11.8,12,12.9,12.3,13,NA,NA,13923.6370524478,14566.6297259084,13238.1179547554,13642.19778327,13600.1861816146,11782.9025486428,12360.47325706,13412.3419505426,14909.6931860854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUB","Cuba","Americas",11225832,11236670,11257101,11282720,11306902,11324781,11335109,11339259,11338138,NA,7.721,7.862,8.015,8.175,8.338,8.502,8.665,8.827,NA,NA,5730.35477459488,6139.71932965905,6497.32111313561,6837.71289192677,7133.34209494342,7694.0119195241,8060.79588647979,8541.2106734664,8821.81889125004,NA,2800,3200,3600,4000,4300,4700,5000,5300,5600,14000,16000,18000,19000,21000,22000,23000,24000,25000,2800,3200,3600,4000,4300,4700,5000,5300,5600,100,100,100,100,100,100,100,100,100,500,500,500,500,500,500,500,500,500,100,100,100,100,100,100,100,100,100
"CUW","Curacao","Americas",148703,150831,152088,153822,155909,157980,159664,160175,159849,NA,8.4,8.5,8.2,8.1,8.8,8.8,9.3,8.9,NA,NA,NA,20146.3864122001,20587.397358013,20462.7179539813,20258.0096948833,19951.3279030441,19555.3658492891,19457.5315232205,19567.8924351055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CYP","Cyprus","Asia",1112612,1124833,1135046,1143866,1152285,1160985,1170187,1179680,1189265,NA,6.756,6.753,6.758,6.772,6.799,6.838,6.89,6.952,NA,NA,30818.4799259532,32233.6433858793,28984.9445491789,27942.3012696028,27407.1528617811,23217.4841507892,24019.1378679236,25760.7627043417,28159.3016999455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CZE","Czech Republic","Europe",10474410,10496088,10510785,10514272,10525347,10546059,10566332,10594438,10625695,NA,10.2,10.2,10.3,10.4,10,10.5,10.2,10.5,NA,NA,19808.0710912518,21717.4579392202,19729.8705111763,19916.0193873722,19744.5586092159,17715.6168523009,18463.3865756564,20379.8960396417,23078.5734865691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DNK","Denmark","Europe",5547683,5570572,5591572,5614932,5643475,5683483,5728010,5764980,5797446,NA,9.8,9.4,9.4,9.3,9.1,9.2,9.2,8.2,NA,NA,58041.3984363385,61753.647131977,58507.5080517852,61191.1937042028,62548.9847332908,53254.8560039631,54663.9983719195,57141.0598350413,61350.3479093986,NA,1500,1500,1500,1600,1600,1600,1600,1600,1600,4000,4100,4200,4300,4400,4400,4500,4600,4600,1500,1500,1500,1600,1600,1600,1600,1600,1600,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"DJI","Djibouti","Africa",840198,853674,868136,883293,898696,913993,929112,944097,958920,NA,9.156,8.966,8.735,8.462,8.157,7.842,7.545,7.293,NA,NA,1343.26872994437,1451.54297984389,1559.24065068226,2312.72880330353,2466.01833154344,2675.60537449629,2818.37685569239,2930.70317165342,3082.54309871957,NA,4700,4600,4500,4400,4400,4400,4500,4500,4600,3500,3400,3300,3300,3300,3300,3300,3300,3400,4700,4600,4500,4400,4400,4400,4500,4500,4600,200,200,100,100,100,100,100,100,100,500,500,500,500,500,500,200,200,200,500,500,500,500,500,500,500,500,200
"DMA","Dominica","Americas",70878,70916,70965,71016,71085,71183,71307,71458,71625,NA,8.29594514517904,NA,NA,NA,8.2,NA,NA,NA,NA,NA,6967.24522993605,7065.0529682483,6848.41823434087,7016.67647144723,7318.10378289945,7596.43506226258,8080.96862341186,7274.72133332918,7691.34509727878,NA,100,100,100,100,100,100,100,100,100,200,200,200,200,200,200,200,200,200,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"DOM","Dominican Republic","Americas",9695121,9813210,9930911,10048224,10165178,10281680,10397743,10513131,10627165,NA,6.03,6.039,6.048,6.058,6.068,6.081,6.097,6.12,NA,NA,5555.39094900238,5913.4344216753,6110.36952132879,6238.13309701676,6608.83225697836,6921.51737075206,7280.87316423465,7609.34549150864,8050.63160184635,NA,34000,34000,33000,33000,33000,33000,33000,33000,34000,35000,35000,34000,34000,34000,34000,34000,34000,35000,34000,34000,33000,33000,33000,33000,33000,33000,34000,200,200,200,100,100,100,100,100,100,1600,1600,1500,1400,1300,1100,1000,1000,1000,1300,1100,1100,1000,1000,1000,1000,1000,1000
"ECU","Ecuador","Americas",15011117,15243883,15474102,15707474,15951838,16212020,16491115,16785361,17084357,NA,5.072,5.082,5.089,5.094,5.096,5.096,5.098,5.101,NA,NA,4633.59035839904,5200.55579014874,5682.04500655353,6056.3308269681,6377.09153014217,6124.49164262072,6060.09332904415,6213.50127649921,6344.87197850057,NA,9000,9500,9900,10000,11000,11000,12000,12000,13000,24000,25000,26000,27000,27000,28000,28000,29000,30000,9000,9500,9900,10000,11000,11000,12000,12000,13000,100,100,100,100,100,100,100,100,100,1000,1000,1000,1000,1100,1000,1000,1000,500,500,500,500,500,200,200,200,200,200
"EGY","Egypt, Arab Rep.","Africa",82761235,84529250,86422240,88404640,90424654,92442547,94447072,96442593,98423595,NA,6.218,6.178,6.132,6.081,6.027,5.971,5.915,5.863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SLV","El Salvador","Americas",6183875,6210568,6237923,6266070,6295128,6325124,6356143,6388122,6420744,NA,6.848,6.87,6.891,6.913,6.935,6.959,6.984,7.011,NA,NA,2983.24270784904,3266.04587535311,3428.38473639383,3509.53628031605,3588.96594318654,3705.54000206162,3800.10330164063,3902.24231785179,4058.25243928118,NA,8400,8500,8700,8800,9000,9100,9100,9100,9100,16000,17000,17000,17000,17000,16000,16000,16000,16000,8400,8500,8700,8800,9000,9100,9100,9100,9100,100,100,100,100,100,100,100,100,100,500,500,500,500,500,500,500,500,500,200,200,200,100,100,200,200,200,200
"GNQ","Equatorial Guinea","Africa",943639,986853,1031191,1076413,1122276,1168568,1215179,1262001,1308974,NA,11.273,11.014,10.753,10.496,10.245,10.002,9.768,9.542,NA,NA,17272.0097706819,21613.5492326324,21712.3950163809,20384.9245274473,19368.2309101895,11278.9289413309,9244.05179769096,9738.43422416926,10261.7600116887,NA,16000,17000,19000,20000,22000,24000,26000,28000,30000,15000,17000,19000,20000,22000,23000,25000,26000,28000,16000,17000,19000,20000,22000,24000,26000,28000,30000,500,500,500,500,500,500,500,1000,1000,500,500,1000,1000,1000,1000,1000,1200,1000,1000,1000,1000,500,500,500,500,500,500
"ERI","Eritrea","Africa",3170435,3213972,NA,NA,NA,NA,NA,NA,NA,NA,8.764,8.536,8.311,8.093,7.884,7.686,7.5,7.326,NA,NA,667.744177753249,811.376028602108,NA,NA,NA,NA,NA,NA,NA,NA,9300,9400,9500,9600,9700,9800,9800,9800,9800,6000,6100,6100,6200,6300,6300,6400,6400,6400,9300,9400,9500,9600,9700,9800,9800,9800,9800,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,500,500,500,500,500,500,500,500,500
"EST","Estonia","Europe",1331475,1327439,1322696,1317997,1314545,1315407,1315790,1317384,1320884,NA,11.9,11.5,11.7,11.6,11.8,11.6,11.7,11.8,NA,NA,14784.3810806949,17624.0441399335,17534.4215441923,19174.100729108,20367.1026566799,17522.230186252,18237.2958432683,20337.8497289442,23266.3462718751,NA,2100,2100,2200,2300,2300,2400,2500,2500,2600,3900,4000,4100,4200,4300,4400,4500,4600,4800,2100,2100,2200,2300,2300,2400,2500,2500,2600,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"SWZ","Eswatini","Africa",1064837,1072032,1079288,1086839,1095021,1104044,1113984,1124753,1136191,NA,16.233,15.266,14.226,13.171,12.153,11.235,10.462,9.843,NA,NA,4168.50518307998,4496.60037963614,4527.66898199888,4230.34405091307,4038.55722997694,3689.51870428109,3447.6956981236,3953.08896990829,4145.97411168691,NA,93000,97000,1e+05,110000,110000,110000,120000,120000,120000,54000,57000,60000,62000,65000,67000,69000,71000,72000,93000,97000,1e+05,110000,110000,110000,120000,120000,120000,1100,1000,1000,1000,1000,500,1000,500,500,1200,1100,1000,1000,1000,1000,1000,1000,1000,1500,1400,1200,1200,1200,1300,1300,1300,1300
"ETH","Ethiopia","Africa",87639964,90139927,92726971,95385785,98094253,100835458,103603501,106400024,109224559,NA,8.441,8.06,7.734,7.455,7.218,7.017,6.844,6.691,NA,NA,341.554114905179,354.479575841347,467.077927241718,499.531572059907,566.926466461984,640.541891313682,717.124592933285,768.425025531532,772.313530261357,NA,360000,370000,380000,380000,390000,390000,4e+05,410000,410000,210000,220000,220000,220000,230000,230000,230000,240000,240000,360000,370000,380000,380000,390000,390000,4e+05,410000,410000,5400,4600,3700,3000,2800,2400,2200,2200,1800,5900,5200,4700,4200,3900,3900,3800,3800,3700,8600,7400,6700,6600,6500,6400,6000,5500,5500
"FRO","Faroe Islands","Europe",47814,47823,47843,47892,47960,48051,48173,48331,48497,NA,7.2,8,8.5,7.6,8.1,7.7,7.7,8.9,NA,NA,48530.2338492813,52083.8891448364,49459.7172338372,54853.6255967876,59440.0307606004,52404.6593331379,55822.9147203438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FJI","Fiji","Oceania",859818,863449,865069,865608,866453,868627,872399,877459,883483,NA,8.007,8.086,8.137,8.165,8.174,8.172,8.17,8.18,NA,NA,3652.52743714193,4371.45751012411,4591.55578402956,4840.69371615802,5605.57033080847,5390.74523711745,5651.31805482702,6101.03083866498,6266.96796528074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FIN","Finland","Europe",5363352,5388272,5413971,5438972,5461512,5479531,5495303,5508214,5518050,NA,9.5,9.4,9.6,9.5,9.6,9.6,9.8,9.8,NA,NA,46459.9732548543,51081.9976703127,47710.7902169415,49878.0432444536,50260.2998588958,42811.2129936435,43777.4400888075,46191.9311557681,50152.3401411303,NA,1000,1000,1000,1000,1000,1000,1000,1000,1100,2000,2100,2200,2300,2400,2500,2600,2700,2900,1000,1000,1000,1000,1000,1000,1000,1000,1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"FRA","France","Europe",65027507,65342780,65659809,65998687,66316100,66593366,66859768,66865144,66987244,NA,8.5,8.4,8.7,8.7,8.5,8.9,8.9,9,NA,NA,40638.33400426,43790.7320482019,40874.7035053457,42592.9340943342,43008.6473817107,36613.3752159613,36962.222290118,38679.1271482419,41463.6440227034,NA,33000,35000,36000,38000,40000,41000,43000,45000,46000,1e+05,110000,110000,110000,120000,120000,130000,130000,130000,33000,35000,36000,38000,40000,41000,43000,45000,46000,100,100,100,100,100,100,100,100,100,500,500,500,500,500,500,500,500,500,200,200,100,100,100,100,100,100,100
"PYF","French Polynesia","Oceania",266455,267698,268998,270328,271705,273124,274575,276103,277679,NA,5.011,5.098,5.185,5.267,5.345,5.418,5.49,5.566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GAB","Gabon","Africa",1624140,1684635,1749682,1817071,1883800,1947686,2007873,2064823,2119275,NA,9.323,8.893,8.481,8.096,7.749,7.449,7.201,6.998,NA,NA,8840.73066379785,10795.5005802196,9814.03899241886,9680.82433880273,9650.57437612745,7381.74674851952,6979.70919563581,7212.53574430676,7952.52589277651,NA,27000,28000,29000,30000,32000,33000,33000,34000,35000,12000,13000,13000,14000,15000,15000,15000,15000,16000,27000,28000,29000,30000,32000,33000,33000,34000,35000,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,1000,1000,1000,1000,1000,1000,1000,1000,1000
"GMB","Gambia, The","Africa",1793196,1848147,1905011,1963711,2024042,2085860,2149139,2213894,2280102,NA,9.014,8.863,8.723,8.59,8.46,8.329,8.191,8.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GEO","Georgia","Asia",3786695,3756441,3728874,3717668,3719414,3725276,3727505,3728004,3731000,NA,13.088,13.146,13.168,13.158,13.121,13.062,12.992,12.918,NA,NA,3233.29594347421,4021.74330617286,4421.81824228013,4623.72955388974,4739.20356526134,4014.18594419329,4062.16988757379,4357.01162453036,4717.14302573577,NA,1800,2000,2200,2300,2500,2600,2700,2900,3000,3800,4200,4600,5000,5300,5600,5800,6100,6300,1800,2000,2200,2300,2500,2600,2700,2900,3000,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,100,100,100,200,200,200,100,100,100,100,100,100,100,100,100
"DEU","Germany","Europe",81776930,80274983,80425823,80645605,80982500,81686611,82348669,82657002,82927922,NA,10.5,10.6,10.8,11.1,10.7,11.3,11.1,11.3,NA,NA,41531.9341978689,46644.776027968,43858.3630551076,46285.7640688407,47959.9932737599,41139.5445685533,42098.9204453545,44240.0441099604,47603.0276328757,NA,13000,14000,14000,15000,15000,16000,16000,17000,17000,56000,57000,59000,61000,63000,65000,67000,68000,70000,13000,14000,14000,15000,15000,16000,16000,17000,17000,100,100,100,100,100,100,100,100,100,500,500,500,500,500,500,500,500,500,100,100,100,100,100,100,100,100,100
"GHA","Ghana","Africa",24779619,25387710,25996449,26607642,27224472,27849205,28481946,29121471,29767108,NA,8.359,8.211,8.072,7.935,7.798,7.663,7.533,7.414,NA,NA,1298.43695159215,1558.482133003,1613.28683693408,2378.15951253814,1968.85826340022,1766.00570099776,1931.38947036943,2025.88585713133,2202.31216442504,NA,170000,170000,180000,180000,190000,190000,190000,2e+05,2e+05,91000,93000,95000,97000,99000,1e+05,1e+05,1e+05,1e+05,170000,170000,180000,180000,190000,190000,190000,2e+05,2e+05,3900,3700,3500,3400,3400,3200,3100,3000,2800,4400,4000,3700,3800,4200,4400,4800,5400,5800,8200,7500,6100,5700,6000,6100,5900,5700,5600
"GIB","Gibraltar","Europe",33585,33612,33646,33692,33725,33736,33737,33728,33718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GRC","Greece","Europe",11121341,11104899,11045011,10965211,10892413,10820883,10775971,10754679,10727668,NA,9.8,10,10.6,10.2,10.4,11.2,11,11.6,NA,NA,26917.7589787254,25916.2935289351,22242.681934771,21874.8195041667,21760.9797994918,18167.7737169162,18116.4596223336,18883.4600669282,20324.2535641478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GRL","Greenland","Americas",56905,56890,56810,56483,56295,56114,56186,56171,56025,NA,9,8.4,8,7.9,8.2,8.4,8.7,8.9,NA,NA,43988.3324931946,47186.9814680048,45936.7659516989,47535.5899453685,50484.9275739023,44536.4013080999,48181.874188064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GRD","Grenada","Americas",106233,106796,107446,108170,108902,109599,110261,110874,111454,NA,8.585,8.838,9.065,9.252,9.393,9.487,9.538,9.563,NA,NA,7257.75662232319,7291.05889664338,7444.5047675973,7789.77638079977,8369.88675513221,9096.87064595412,9628.34748662013,10163.6298527725,10640.496760331,NA,100,100,100,100,100,200,200,200,200,200,200,500,500,500,500,500,500,500,100,100,100,100,100,200,200,200,200,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"GUM","Guam","Oceania",159444,159692,159996,160407,161016,161853,162951,164281,165768,NA,4.864,4.915,4.963,5.007,5.047,5.085,5.123,5.166,NA,NA,30700.4340081784,30859.4043533803,32494.5623640591,33265.3811866066,34394.0974809957,35278.9259389693,35562.8379083283,35615.8046274371,35712.5621350321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GTM","Guatemala","Americas",14630417,14948803,15270778,15595821,15923243,16252429,16583060,16914936,17247807,NA,5.15,5.07,4.996,4.932,4.876,4.829,4.791,4.762,NA,NA,2825.48396349692,3187.86620251971,3299.66560477367,3452.92200049589,3687.83695118893,3923.57334364713,4140.58982610593,4470.60999392312,4549.01008110721,NA,19000,19000,19000,19000,19000,19000,19000,19000,19000,27000,27000,27000,27000,27000,26000,26000,26000,26000,19000,19000,19000,19000,19000,19000,19000,19000,19000,500,500,500,200,200,200,200,200,200,1000,1000,1100,1100,1100,1300,1300,1200,1100,1000,1000,1000,1000,1000,1000,1000,1000,1000
"GIN","Guinea","Africa",10192176,10420471,10652029,10892810,11150977,11432088,11738441,12067539,12414318,NA,11.002,10.657,10.331,10.003,9.67,9.337,9.013,8.715,NA,NA,672.424402562443,651.135363533047,717.050737885584,769.003943268326,787.238070219971,769.256013746016,732.962172595344,855.573639877367,878.599613250501,NA,55000,57000,58000,60000,62000,63000,65000,66000,67000,37000,38000,39000,40000,41000,41000,41000,41000,42000,55000,57000,58000,60000,62000,63000,65000,66000,67000,1400,1300,1200,1100,1000,1000,1000,1000,1000,1100,1000,1000,1200,1600,1800,1900,1900,1500,1600,1500,1500,1200,1300,1400,1500,1600,1800
"GNB","Guinea-Bissau","Africa",1522599,1562989,1604979,1648257,1692439,1737202,1782437,1828146,1874309,NA,11.741,11.404,11.082,10.779,10.499,10.244,10.014,9.805,NA,NA,557.632132626126,702.742880436386,616.411686249548,634.48244599306,622.481716725217,603.158512942404,661.007654906181,736.725566231783,777.969921802522,NA,19000,19000,20000,21000,22000,22000,23000,23000,24000,13000,14000,14000,14000,15000,15000,15000,15000,15000,19000,19000,20000,21000,22000,22000,23000,23000,24000,1000,1000,1000,1000,500,500,500,500,500,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
